ons,year,disc_pct
E07000131,2026-27,92.02727836329821
E07000132,2022-23,92.33191331728098
E07000132,2023-24,95.58174965920936
E07000132,2024-25,87.09707213447862
E07000132,2025-26,84.42683225753738
E07000132,2026-27,79.30766238817581
E07000133,2022-23,84.25467022493328
E07000133,2023-24,79.63288634864806
E07000133,2024-25,77.29495861550038
E07000133,2025-26,73.7089618456078
E07000133,2026-27,71.34432954448337
E07000134,2022-23,93.02695143656243
E07000134,2023-24,
E07000134,2024-25,86.59293533461235
E07000134,2025-26,78.7864103806601
E07000134,2026-27,76.39806871982374
E07000135,2022-23,92.99466105808122
E07000135,2023-24,92.39749015029913
E07000135,2024-25,92.19374907421123
E07000135,2025-26,95.38702111024237
